City,Street Address,Rate
Los Angeles,3101 GLENDALE BLVD,1.0
Los Angeles,10800 W LE CONTE AVE,1.25
Los Angeles,5900 W 6TH ST,1.0
Los Angeles,11300 W SANTA MONICA BLVD,1.0
Los Angeles,5900 W 6TH ST,1.0
Los Angeles,701 VIRGIL AVE,1.0
Los Angeles,1400 S SEPULVEDA BLVD,1.0
Los Angeles,651 RAMPART BLVD,1.0
Los Angeles,500 E 9TH ST,3.25
Los Angeles,220 ROSE AVE,1.75
Los Angeles,1400 N WILCOX AVE,0.5
Los Angeles,1001 S HILGARD AVE,0.75
Los Angeles,801 VERMONT AVE,1.0
Los Angeles,6200 N VAN NUYS BLVD,0.75
Los Angeles,3400 GLENDALE BLVD,1.0
Los Angeles,600 SAINT PAUL AVE,1.0
Los Angeles,1701 S MAPLE AVE,1.0
Los Angeles,400 S SPRING ST,1.75
Los Angeles,301 W 8TH ST,5.0
Los Angeles,1501 PICO BLVD,1.0
Los Angeles,7701 W MELROSE AVE,1.0
Los Angeles,11201 W MISSOURI AVE,1.0
Los Angeles,2001 S BROADWAY,1.0
Los Angeles,1400 N COLE PL,0.5
Los Angeles,801 S WALL ST,4.0
Los Angeles,501 W 20TH ST,2.5
Los Angeles,1701 OLYMPIC BLVD,1.0
Los Angeles,14501 W SYLVAN ST,0.75
Los Angeles,15200 W LA CRUZ DR,1.0
Los Angeles,651 SERRANO AVE,1.0
Los Angeles,3100 WILSHIRE BLVD,1.0
Los Angeles,501 S CENTRAL AVE,0.5
Los Angeles,3901 WILSHIRE BLVD,1.0
Los Angeles,101 N FAIRFAX AVE,1.0
Los Angeles,700 N YALE ST,0.5
Los Angeles,301 N LA CIENEGA BLVD,1.0
Los Angeles,1101 S WALL ST,0.75
Los Angeles,14401 W GILMORE ST,0.75
Los Angeles,3401 GLENDALE BLVD,1.0
Los Angeles,1601 S ROBERTSON BLVD,1.0
Los Angeles,4300 3RD ST,1.0
Los Angeles,5000 W MELROSE AVE,1.0
Los Angeles,100 VIGNES ST,1.0
Los Angeles,3300 S MOTOR AVE,1.0
Los Angeles,3301 S MOTOR AVE,1.0
Los Angeles,1001 S MAIN ST,1.0
Los Angeles,8401 W MELROSE PL,1.0
Los Angeles,1901 S WESTWOOD BLVD,1.0
Los Angeles,1201 VERMONT AVE,1.0
Los Angeles,10460 W SANTA MONICA BLVD,1.0
Los Angeles,10635 W SANTA MONICA BLVD,1.0
Los Angeles,4001 FOUNTAIN AVE,1.0
Los Angeles,6201 W SUNSET BLVD,0.5
Los Angeles,1201 AVENUE 51,1.0
Los Angeles,5601 W SANTA MONICA BLVD,1.0
Los Angeles,900 N HILL ST,1.25
Los Angeles,650 MARIPOSA AVE,1.0
Los Angeles,1001 6TH ST,1.0
Los Angeles,301 E 4TH ST,2.75
Los Angeles,11601 W SANTA MONICA BLVD,1.0
Los Angeles,601 WESTERN AVE,1.0
Los Angeles,6401 W SUNSET BLVD,1.25
Los Angeles,1601 S BUTLER AVE,1.0
Los Angeles,1601 N CAHUENGA BLVD,2.75
Los Angeles,1701 N KINGSLEY DR,1.0
Los Angeles,2401 BROADWAY,1.0
Los Angeles,800 VIRGIL AVE,1.0
Los Angeles,11700 W SANTA MONICA BLVD,1.0
Los Angeles,201 LAKE ST,1.0
Los Angeles,1601 PICO BLVD,1.0
Los Angeles,10901 W WEYBURN AVE,1.5
Los Angeles,6000 W PICO BLVD,1.0
Los Angeles,5000 EAGLE ROCK BLVD,1.0
Los Angeles,1801 S PONTIUS AVE,1.0
Los Angeles,1000 S GLENDON AVE,1.75
Los Angeles,800 S SANTEE ST,3.0
Los Angeles,1301 VENICE BLVD,1.0
Los Angeles,200 N LA BREA AVE,1.0
Los Angeles,101 VIGNES ST,1.0
Los Angeles,5800 W WILSHIRE BLVD,1.0
Los Angeles,2801 S ROBERTSON BLVD,1.0
Los Angeles,201 S LA BREA AVE,1.0
Los Angeles,701 S SAN PEDRO ST,2.25
Los Angeles,1201 S GRAND AVE,1.0
Los Angeles,600 S SAN VICENTE BLVD,2.5
Los Angeles,1400 S ROBERTSON BLVD,1.0
Los Angeles,901 WESTERN AVE,1.0
Los Angeles,101 AVENUE 59,1.0
Los Angeles,1001 W SUNSET BLVD,1.25
Los Angeles,14301 W DELANO ST,2.5
Los Angeles,701 N SPAULDING AVE,1.0
Los Angeles,2801 ROWENA AVE,1.0
Los Angeles,5700 FIGUEROA ST,1.0
Los Angeles,5100 SUNSET BLVD,1.0
Los Angeles,6200 W SELMA AVE,1.5
Los Angeles,2401 GLENDALE BLVD,1.0
Los Angeles,801 N LA BREA AVE,1.0
Los Angeles,1300 N VINE ST,1.0
Los Angeles,601 LA FAYETTE PK PL,1.0
Los Angeles,1200 S MAPLE AVE,4.5
Los Angeles,1601 N IVAR AVE,1.25
Los Angeles,2500 7TH ST,1.0
Los Angeles,1001 S HILL ST,1.5
Los Angeles,1001 N LAS PALMAS AVE,1.0
Los Angeles,1300 S SANTEE ST,1.25
Los Angeles,4850 FOUNTAIN AVE,1.0
Los Angeles,10800 W LE CONTE AVE,1.25
Los Angeles,1101 S STANFORD AVE,1.25
Los Angeles,600 DUCOMMUN ST,2.5
Los Angeles,3701 S COLONIAL AVE,1.0
Los Angeles,8200 W BEVERLY BLVD,1.0
Los Angeles,800 S MAPLE AVE,4.0
Los Angeles,8400 W BLACKBURN AVE,1.0
Los Angeles,3401 W 43RD PL,1.0
Los Angeles,700 E 12TH ST,0.5
Los Angeles,601 BEACON ST,0.5
Los Angeles,900 BEACON AVE,1.0
Los Angeles,601 N LAUREL AVE,1.0
Los Angeles,2700 PICO BLVD,1.0
Los Angeles,701 KINGSLEY DR,1.0
Los Angeles,3300 8TH ST,1.0
Los Angeles,1701 N ARGYLE AVE,2.5
Los Angeles,601 CARONDELET ST,1.0
Los Angeles,1101 E PICO BLVD,1.25
Los Angeles,201 N LA BREA AVE,1.0
Los Angeles,1600 N CAHUENGA BLVD,2.25
Los Angeles,1301 LIBERTY ST,2.5
Los Angeles,2001 S BROADWAY,1.0
Los Angeles,651 HOBART BLVD,1.0
Los Angeles,1600 S BUTLER AVE,1.0
Los Angeles,3800 BEVERLY BLVD,1.0
Los Angeles,6250 N VAN NUYS BLVD,0.75
Los Angeles,5400 W FERNWOOD AVE,1.0
Los Angeles,6301 W SUNSET BLVD,0.5
Los Angeles,650 HARVARD BLVD,1.0
Los Angeles,1400 OLYMPIC BLVD,1.0
Los Angeles,301 S OMAR AVE,0.5
Los Angeles,6300 N VESPER AVE,1.0
Los Angeles,400 N FIGUEROA ST,0.75
Los Angeles,1700 S MIDVALE AVE,1.0
Los Angeles,10901 W KINROSS AVE,1.0
Los Angeles,7500 W MELROSE AVE,1.0
Los Angeles,7600 W MELROSE AVE,1.0
Los Angeles,1901 S WESTWOOD BLVD,1.0
Los Angeles,255 MAIN ST,1.25
Los Angeles,1001 S GAYLEY AVE,1.5
Los Angeles,300 E 8TH ST,5.0
Los Angeles,5200 W SUNSET BLVD,1.0
Los Angeles,1001 S TOWNE AVE,0.5
Los Angeles,301 S ALAMEDA ST,0.5
Los Angeles,9601 S VICKSBURG AVE,1.0
Los Angeles,6201 W SANTA MONICA BLVD,1.0
Los Angeles,6200 W BANNER AVE,1.0
Los Angeles,700 S HOPE ST,6.5
Los Angeles,651 CARONDELET ST,1.0
Los Angeles,501 MESA ST,0.5
Los Angeles,5001 EAGLE ROCK BLVD,1.0
Los Angeles,900 S BROADWAY,1.0
Los Angeles,700 ALVARADO ST,1.0
Los Angeles,701 N WESTERN AVE,1.0
Los Angeles,6201 W LA MIRADA AVE,0.5
Los Angeles,8401 W WARING AVE,1.0
Los Angeles,200 E WASHINGTON BLVD,0.5
Los Angeles,1701 S SAWTELLE BLVD,1.0
Los Angeles,3200 4TH ST,1.0
Los Angeles,601 S GRAND AVE,6.5
Los Angeles,21400 W SHERMAN WAY,1.0
Los Angeles,201 S MAIN ST,1.75
Los Angeles,501 S MAPLE AVE,1.75
Los Angeles,2501 1ST ST,1.0
Los Angeles,401 W 18TH ST,0.5
Los Angeles,1700 N WILCOX AVE,2.25
Los Angeles,600 S DUNSMUIR AVE,1.0
Los Angeles,301 N FREMONT AVE,0.75
Los Angeles,701 N SIERRA BONITA AVE,1.0
Los Angeles,5100 SUNSET BLVD,1.0
Los Angeles,301 N OGDEN DR,1.0
Los Angeles,3400 W PICO BLVD,1.0
Los Angeles,601 NEW HAMPSHIRE AVE,1.0
Los Angeles,601 32ND ST,1.0
Los Angeles,1401 S MAPLE AVE,0.5
Los Angeles,901 E 8TH ST,0.5
Los Angeles,14400 W DELANO ST,0.75
Los Angeles,1200 S SANTEE ST,2.75
Los Angeles,7400 W BEVERLY BLVD,1.0
Los Angeles,1100 S WALL ST,1.25
Los Angeles,301 FICKETT ST,1.0
Los Angeles,1800 S WESTWOOD BLVD,1.0
Los Angeles,600 VIRGIL AVE,1.0
Los Angeles,1900 ZONAL AVE,1.0
Los Angeles,500 ALEXANDRIA AVE,1.0
Los Angeles,700 N LA CIENEGA BLVD,1.0
Los Angeles,1800 S SEPULVEDA BLVD,1.0
Los Angeles,300 S BROADWAY,3.5
Los Angeles,1500 N WILCOX AVE,2.0
Los Angeles,1101 6TH ST,1.0
Los Angeles,1500 N CAHUENGA BLVD,1.0
Los Angeles,600 BURLINGTON AVE,1.0
Los Angeles,500 ALEXANDRIA AVE,1.0
Los Angeles,201 E WINSTON ST,2.75
Los Angeles,600 N SPRING ST,2.25
Los Angeles,3700 S CARDIFF AVE,1.0
Los Angeles,600 E 12TH ST,0.5
Los Angeles,1201 N HIGHLAND AVE,0.75
Los Angeles,1700 MARENGO ST,1.0
Los Angeles,201 E 12TH ST,1.75
Los Angeles,5900 N VAN NUYS BLVD,1.0
Los Angeles,8400 W 3RD ST,1.0
Los Angeles,3001 GLENDALE BLVD,1.0
Los Angeles,201 W 15TH ST,1.0
Los Angeles,1701 S OLIVE ST,0.5
Los Angeles,10800 W ROCHESTER AVE,1.0
Los Angeles,201 W 4TH ST,3.25
Los Angeles,5701 W PICO BLVD,1.0
Los Angeles,1301 N LA BREA AVE,0.75
Los Angeles,700 ALVARADO ST,1.0
Los Angeles,1000 N LAS PALMAS AVE,0.5
Los Angeles,201 N LARCHMONT BLVD,1.0
Los Angeles,1200 S WESTWOOD BLVD,1.0
Los Angeles,1200 3RD ST,2.5
Los Angeles,700 ALVARADO ST,1.0
Los Angeles,501 COMMONWEALTH AVE,1.0
Los Angeles,3800 S CENTINELA AVE,1.0
Los Angeles,15301 W ANTIOCH ST,1.0
Los Angeles,1701 N IVAR AVE,1.75
Los Angeles,601 MARIPOSA AVE,1.0
Los Angeles,1700 N WHITLEY AVE,2.25
Los Angeles,1100 E 12TH ST,1.25
Los Angeles,600 DUCOMMUN ST,2.5
Los Angeles,1300 S BURNSIDE AVE,1.0
Los Angeles,1800 N CAHUENGA BLVD,1.0
Los Angeles,301 S LA BREA AVE,1.0
Los Angeles,3101 5TH ST,1.0
Los Angeles,3300 WILSHIRE BLVD,1.0
Los Angeles,401 N FAIRFAX AVE,1.0
Los Angeles,600 WESTERN AVE,1.0
Los Angeles,400 N LARCHMONT BLVD,1.0
Los Angeles,10801 W MISSISSIPPI AVE,1.0
Los Angeles,1000 BRITTANIA ST,1.0
Los Angeles,100 W 15TH ST,0.5
Los Angeles,8200 W MELROSE AVE,1.0
Los Angeles,1401 S SAN PEDRO ST,0.5
Los Angeles,1900 8TH ST,1.0
Los Angeles,800 W CESAR E CHAVEZ BLVD,0.5
Los Angeles,1801 S SAWTELLE BLVD,1.0
Los Angeles,501 E 3RD ST,1.75
Los Angeles,4401 W PICO BLVD,1.0
Los Angeles,501 S FAIRFAX AVE,1.0
Los Angeles,301 WESTERN AVE,1.0
Los Angeles,5900 FIGUEROA ST,1.0
Los Angeles,400 S SAN VICENTE BLVD,1.0
Los Angeles,901 E PICO BLVD,0.5
Los Angeles,4300 S DEGNAN BLVD,1.0
Los Angeles,3651 WILSHIRE BLVD,1.0
Los Angeles,3300 WILSHIRE BLVD,1.0
Los Angeles,1600 N VINE ST,3.0
Los Angeles,5901 W SAN VICENTE BLVD,1.0
Los Angeles,5000 W PICO BLVD,1.0
Los Angeles,1500 S GRAND AVE,1.25
Los Angeles,8801 W ALDEN DR,2.0
Los Angeles,701 N KILKEA DR,1.0
Los Angeles,1200 S HOPE ST,0.75
Los Angeles,1500 SUNSET BLVD,1.0
Los Angeles,1100 S GAYLEY AVE,2.0
Los Angeles,1901 1ST ST,1.0
Los Angeles,5801 W SAN VICENTE BLVD,1.0
Los Angeles,601 CENTRE ST,0.75
Los Angeles,3100 LOS FELIZ BLVD,1.0
Los Angeles,601 N FAIRFAX AVE,1.0
Los Angeles,10901 W ASHTON AVE,1.0
Los Angeles,1400 S CARDIFF AVE,1.0
Los Angeles,16601 W MARQUEZ AVE,1.0
Los Angeles,1901 S OLIVE ST,1.25
Los Angeles,401 7TH ST,0.5
Los Angeles,1301 S SAN PEDRO ST,0.5
Los Angeles,2301 BRIER AVE,2.5
Los Angeles,400 E PICO BLVD,1.25
Los Angeles,600 LUCAS AVE,1.0
Los Angeles,1001 N ALAMEDA ST,0.5
Los Angeles,2700 GRIFFITH PARK BLVD,1.0
Los Angeles,900 N MONUMENT ST,1.0
Los Angeles,11601 S BARRINGTON CT,2.0
Los Angeles,11801 W SANTA MONICA BLVD,1.0
Los Angeles,1300 LOGAN ST,1.0
Los Angeles,5501 W HOLLYWOOD BLVD,1.0
Los Angeles,1600 N ARGYLE AVE,2.5
Los Angeles,401 37TH PL,1.0
Los Angeles,400 DUCOMMUN ST,2.5
Los Angeles,200 WESTERN AVE,1.0
Los Angeles,701 N VISTA ST,1.0
Los Angeles,100 S LA BREA AVE,1.0
Los Angeles,6600 W SANTA MONICA BLVD,1.0
Los Angeles,14400 W FRIAR ST,0.75
Los Angeles,1200 JEFFERSON BLVD,1.0
Los Angeles,901 S BROXTON AVE,1.75
Los Angeles,500 W 8TH ST,1.0
Los Angeles,4700 LEXINGTON AVE,1.0
Los Angeles,10900 W ASHTON AVE,1.0
Los Angeles,600 N FORMOSA AVE,1.0
Los Angeles,3300 4TH ST,1.0
Los Angeles,300 N CRESCENT HEIGHTS BLVD,1.0
Los Angeles,4600 FOUNTAIN AVE,1.0
Los Angeles,1300 S STANFORD AVE,1.25
Los Angeles,1200 CATALINA ST,1.0
Los Angeles,600 S HILL ST,3.5
Los Angeles,5401 W 6TH ST,1.0
Los Angeles,500 33RD ST,1.0
Los Angeles,1101 8TH ST,1.0
Los Angeles,200 S SPRING ST,1.25
Los Angeles,301 S HOPE ST,5.0
Los Angeles,300 W OLYMPIC BL,1.5
Los Angeles,201 E 4TH ST,3.5
Los Angeles,601 S LOS ANGELES ST,4.0
Los Angeles,3700 FLOWER ST,1.0
Los Angeles,1401 S HILL ST,0.5
Los Angeles,401 E 11TH ST,1.5
Los Angeles,7001 W SUNSET BLVD,0.5
Los Angeles,1201 S FAIRFAX AVE,1.0
Los Angeles,3415 FIGUEROA ST,1.0
Los Angeles,1200 MENLO AVE,1.0
Los Angeles,61 WINDWARD AVE,1.75
Los Angeles,4151 5TH ST,1.0
Los Angeles,1100 S SANTEE ST,2.75
Los Angeles,400 VIGNES ST,2.5
Los Angeles,1400 S MYRTLE ST,1.25
Los Angeles,100 N ROBERTSON BLVD,2.0
Los Angeles,301 W 4TH ST,4.0
Los Angeles,4301 S DEGNAN BLVD,1.0
Los Angeles,1101 S SANTEE ST,3.25
Los Angeles,1200 S HILL ST,1.0
Los Angeles,650 BONNIE BRAE ST,1.0
Los Angeles,1400 7TH ST,1.0
Los Angeles,2000 S HILL ST,1.25
Los Angeles,1101 S SAN PEDRO ST,0.5
Los Angeles,10901 W ROCHESTER AVE,1.0
Los Angeles,10508 W SANTA MONICA BLVD,1.0
Los Angeles,400 37TH PL,1.0
Los Angeles,1200 CUMMINGS ST,1.0
Los Angeles,1700 VERMONT AVE,1.0
Los Angeles,2201 3RD ST,1.0
Los Angeles,2900 PICO BLVD,1.0
Los Angeles,1100 S CROCKER ST,1.25
Los Angeles,2501 1ST ST,1.0
Los Angeles,7200 W BEVERLY BLVD,1.0
Los Angeles,1101 E PICO BLVD,1.25
Los Angeles,3511 SUNSET BLVD,1.0
Los Angeles,5901 W SAN VICENTE BLVD,1.0
Los Angeles,8001 W BEVERLY BLVD,1.0
Los Angeles,2101 JAMES M WOOD BLVD,1.0
Los Angeles,12000 S OHIO AVE,1.0
Los Angeles,800 N SWARTHMORE AVE,1.0
Los Angeles,1300 N HIGHLAND AVE,0.5
Los Angeles,501 S LOS ANGELES ST,3.0
Los Angeles,3100 LOS FELIZ BLVD,1.0
Los Angeles,100 W 2ND ST,4.0
Los Angeles,1401 N IVAR AVE,1.25
Los Angeles,200 KENMORE AVE,1.0
Los Angeles,701 N NEW HIGH ST,2.25
Los Angeles,201 KENMORE AVE,1.0
Los Angeles,800 S WALL ST,3.25
Los Angeles,1101 E PICO BLVD,1.25
Los Angeles,400 SHATTO PL,1.0
Los Angeles,2501 GLENDALE BLVD,1.0
Los Angeles,1001 N SYCAMORE AVE,1.0
Los Angeles,1301 BURLINGTON AVE,1.0
Los Angeles,1001 N LILLIAN WAY,1.0
Los Angeles,1501 ALCAZAR ST,2.5
Los Angeles,1400 N VISTA ST,1.0
Los Angeles,5900 W PICO BLVD,1.0
Los Angeles,1300 S WESTWOOD BLVD,1.0
Los Angeles,3400 W 43RD ST,1.0
Los Angeles,21700 W SHERMAN WAY,1.0
Los Angeles,400 E 11TH ST,1.5
Los Angeles,6401 W SUNSET BLVD,1.25
Los Angeles,2700 HYPERION AVE,1.0
Los Angeles,8201 W MELROSE AVE,1.0
Los Angeles,5900 W PICO BLVD,1.0
Los Angeles,6301 W SANTA MONICA BLVD,0.5
Los Angeles,2300 HYPERION AVE,1.0
Los Angeles,1101 S SAN JULIAN ST,0.75
Los Angeles,1401 S MYRTLE ST,1.25
Los Angeles,7800 W SUNSET BLVD,1.0
Los Angeles,8500 W PICO BLVD,1.0
Los Angeles,1401 S WESTWOOD BLVD,1.0
Los Angeles,600 ALVARADO ST,1.0
Los Angeles,11100 W MISSOURI AVE,1.0
Los Angeles,1901 OLYMPIC BLVD,1.0
Los Angeles,8400 W MELROSE PL,1.0
Los Angeles,7101 W SUNSET BLVD,1.0
Los Angeles,301 WESTERN AVE,1.0
Los Angeles,5000 EAGLE ROCK BLVD,1.0
Los Angeles,3201 WILSHIRE BLVD,1.0
Los Angeles,2001 CESAR E CHAVEZ AVE,1.0
Los Angeles,600 ALVARADO ST,1.0
Los Angeles,101 N LA BREA AVE,1.0
Los Angeles,1301 FEDORA ST,1.0
Los Angeles,101 S BARRINGTON PL,2.0
Los Angeles,1600 N CAHUENGA BLVD,2.25
Los Angeles,3001 CLUNE AVE,0.75
Los Angeles,400 N LA CIENEGA BLVD,1.0
Los Angeles,2601 S ROBERTSON BLVD,1.0
Los Angeles,3601 6TH ST,1.0
Los Angeles,200 N LARCHMONT BLVD,1.0
Los Angeles,1800 SUNSET BLVD,1.0
Los Angeles,1100 WESTERN AVE,1.0
Los Angeles,400 GAREY ST,2.5
Los Angeles,201 E 15TH ST,0.75
Los Angeles,600 E 12TH ST,0.5
Los Angeles,3501 VERMONT AVE,1.0
Los Angeles,1100 N WILCOX AVE,1.0
Los Angeles,3301 WILSHIRE BLVD,1.0
Los Angeles,8701 W PICO BLVD,1.0
Los Angeles,400 W 11TH ST,0.75
Los Angeles,6800 W SUNSET BLVD,0.5
Los Angeles,10931 W SANTA MONICA BLVD,1.0
Los Angeles,9901 W NORTH VENICE BLVD,1.0
Los Angeles,1200 S POINT VIEW ST,1.0
Los Angeles,701 S BURNSIDE AVE,1.0
Los Angeles,1101 S MAIN ST,0.5
Los Angeles,701 S STANLEY AVE,1.0
Los Angeles,301 S ORLANDO AVE,1.0
Los Angeles,1501 N POINSETTIA PL,1.0
Los Angeles,601 S MAIN ST,2.25
Los Angeles,201 ROSE ST,2.5
Los Angeles,601 N MARTEL AVE,1.0
Los Angeles,100 WESTERN AVE,1.0
Los Angeles,1900 S PONTIUS AVE,1.0
Los Angeles,6501 W SELMA AVE,2.0
Los Angeles,12400 W SOUTH VENICE BLVD,1.0
Los Angeles,300 S CENTRAL AVE,0.5
Los Angeles,2 WASHINGTON BLVD,1.25
Los Angeles,4600 OAKWOOD AVE,1.0
Los Angeles,301 N LA CIENEGA BLVD,1.0
Los Angeles,5800 N WILSHIRE BLVD,1.0
Los Angeles,7101 W BEVERLY BLVD,1.0
Los Angeles,1801 OLYMPIC BLVD,1.0
Los Angeles,601 N LA BREA AVE,1.0
Los Angeles,1601 N CHEROKEE AVE,1.0
Los Angeles,400 N LA BREA AVE,1.0
Los Angeles,951 VERMONT AVE,1.0
Los Angeles,601 S WALL ST,0.75
Los Angeles,801 VIRGIL AVE,1.0
Los Angeles,21501 W SHERMAN WAY,1.0
Los Angeles,1901 1ST ST,1.0
Los Angeles,1201 S LOS ANGELES ST,0.75
Los Angeles,1900 S SEPULVEDA BLVD,1.0
Los Angeles,801 SERRANO AVE,1.0
Los Angeles,800 N HILL ST,1.25
Los Angeles,101 AVENUE 26,1.0
Los Angeles,3501 6TH ST,1.0
Los Angeles,1800 VERMONT AVE,1.0
Los Angeles,3300 S MOTOR AVE,1.0
Los Angeles,15201 W LA CRUZ DR,1.0
Los Angeles,1701 6TH ST,1.0
Los Angeles,401 N FREMONT AVE,1.0
Los Angeles,400 SHATTO PL,1.0
Los Angeles,101 ANAHEIM ST,0.5
Los Angeles,3400 W 43RD PL,1.0
Los Angeles,1101 S CROCKER ST,1.25
Los Angeles,700 CARONDELET ST,1.0
Los Angeles,4600 LEXINGTON AVE,1.0
Los Angeles,7001 W MELROSE AVE,1.0
Los Angeles,1700 8TH ST,1.0
Los Angeles,101 N LA BREA AVE,1.0
Los Angeles,1201 S HOPE ST,0.75
Los Angeles,3501 W PICO BLVD,1.0
Los Angeles,1300 CONSTANCE ST,1.0
Los Angeles,301 E 11TH ST,3.75
Los Angeles,1101 S ROBERTSON BLVD,1.0
Los Angeles,1500 S SANTEE ST,0.5
Los Angeles,600 S BURNSIDE AVE,1.0
Los Angeles,401 N HILL ST,0.75
Los Angeles,201 E WINSTON ST,2.75
Los Angeles,3801 S JASMINE AVE,1.0
Los Angeles,300 WASHINGTON BLVD,0.75
Los Angeles,601 N LARCHMONT BLVD,1.0
Los Angeles,600 BIXEL ST,1.0
Los Angeles,9800 S VICKSBURG AVE,1.0
Los Angeles,6626 W HOLLYWOOD BLVD,2.5
Los Angeles,2400 DALY ST,1.0
Los Angeles,1900 S WESTWOOD BLVD,1.0
Los Angeles,701 E 12TH ST,1.0
Los Angeles,900 S FIGUEROA ST,5.5
Los Angeles,3501 MADERA AVE,1.0
Los Angeles,1100 8TH ST,2.5
Los Angeles,5501 W PICO BLVD,1.0
Los Angeles,21800 W SHERMAN WAY,1.0
Los Angeles,1501 S WESTWOOD BLVD,1.0
Los Angeles,301 W 9TH ST,2.25
Los Angeles,700 KINGSLEY DR,1.0
Los Angeles,6400 W SELMA AVE,2.25
Los Angeles,1101 N ST ANDREWS PL,1.0
Los Angeles,1000 W 2ND ST,0.5
Los Angeles,2100 WILSHIRE BLVD,1.0
Los Angeles,1201 S OLIVE ST,0.5
Los Angeles,400 E 3RD ST,0.5
Los Angeles,100 N LARCHMONT BLVD,1.0
Los Angeles,1700 8TH ST,1.0
Los Angeles,7801 W BEVERLY BLVD,1.0
Los Angeles,1101 S GRAND AVE,1.0
Los Angeles,2101 HILLHURST AVE,1.0
Los Angeles,4200 FOUNTAIN AVE,1.0
Los Angeles,401 GRAND VIEW ST,1.0
Los Angeles,400 7TH ST,0.5
Los Angeles,11700 S BARRINGTON CT,2.0
Los Angeles,7200 W SUNSET BLVD,1.0
Los Angeles,4601 LEXINGTON AVE,1.0
Los Angeles,1901 HILLHURST AVE,1.0
Los Angeles,6200 W SUNSET BLVD,0.5
Los Angeles,600 S LOS ANGELES ST,3.25
Los Angeles,2101 S WESTWOOD BLVD,1.0
Los Angeles,14400 W VICTORY BLVD,0.75
Los Angeles,1000 N LILLIAN WAY,0.5
Los Angeles,3200 WILSHIRE BLVD,1.0
Los Angeles,1001 W 2ND ST,0.5
Los Angeles,201 N FREMONT AVE,1.0
Los Angeles,600 ADAMS BLVD,1.0
Los Angeles,601 WESTERN AVE,1.0
Los Angeles,300 S ROBERTSON BLVD,2.0
Los Angeles,201 W COLLEGE ST,0.5
Los Angeles,1400 S WESTWOOD BLVD,1.0
Los Angeles,3101 LOS FELIZ BLVD,1.0
Los Angeles,14401 W FRIAR ST,0.75
Los Angeles,1401 S ORANGE GROVE AVE,1.0
Los Angeles,600 MARIPOSA AVE,1.0
Los Angeles,301 ALVARADO ST,1.0
Los Angeles,1400 S WESTWOOD BLVD,1.0
Los Angeles,1200 S HILL ST,1.0
Los Angeles,1300 S REDONDO BLVD,1.0
Los Angeles,1700 N TAFT AVE,1.0
Los Angeles,6200 W FOUNTAIN AVE,0.75
Los Angeles,700 N FIGUEROA ST,1.0
Los Angeles,10951 W WEYBURN AVE,1.5
Los Angeles,1501 N VINE ST,0.75
Los Angeles,6200 W SELMA AVE,1.5
Los Angeles,600 CATALINA ST,1.0
Los Angeles,501 S CERES AVE,0.5
Los Angeles,8901 W GIBSON ST,1.0
Los Angeles,900 HELIOTROPE DR,2.5
Los Angeles,1000 S FAIRFAX AVE,1.0
Los Angeles,801 S SAN JULIAN ST,3.25
Los Angeles,600 W 1ST ST,3.5
Los Angeles,101 E 12TH ST,0.5
Los Angeles,400 S SAN PEDRO ST,3.0
Los Angeles,301 N LA BREA AVE,1.0
Los Angeles,601 LA FAYETTE PK PL,1.0
Los Angeles,700 S OGDEN DR,1.0
Los Angeles,8600 W PICO BLVD,1.0
Los Angeles,700 DUCOMMUN ST,2.5
Los Angeles,600 S HILL ST,3.5
Los Angeles,1100 S BROADWAY,1.25
Los Angeles,3701 7TH ST,1.0
Los Angeles,1500 SUNSET BLVD,1.0
Los Angeles,7701 W MELROSE AVE,1.0
Los Angeles,200 NEW HAMPSHIRE AVE,1.0
Los Angeles,1800 S SAWTELLE BLVD,1.0
Los Angeles,11300 W MASSACHUSETTS AVE,1.0
Los Angeles,651 KINGSLEY DR,1.0
Los Angeles,1900 WILSHIRE BLVD,1.0
Los Angeles,2601 SUNSET BLVD,1.0
Los Angeles,900 S FLOWER ST,0.5
Los Angeles,6200 W SELMA AVE,1.5
Los Angeles,800 N ALMA REAL DR,1.0
Los Angeles,3801 WILSHIRE BLVD,1.0
Los Angeles,10435 W SANTA MONICA BLVD,1.0
Los Angeles,501 N HILL ST,0.5
Los Angeles,500 E 12TH ST,1.25
Los Angeles,1201 CATALINA ST,1.0
Los Angeles,2001 CESAR E CHAVEZ AVE,1.0
Los Angeles,1400 S SAN PEDRO ST,0.5
Los Angeles,6200 W SELMA AVE,1.5
Los Angeles,700 E 12TH ST,0.5
Los Angeles,3900 3RD ST,1.0
Los Angeles,3400 WILSHIRE BLVD,1.0
Los Angeles,7900 W SUNSET BLVD,1.0
Los Angeles,1101 S ROBERTSON BLVD,1.0
Los Angeles,6300 N VAN NUYS BLVD,0.75
Los Angeles,1100 S LOS ANGELES ST,0.75
Los Angeles,2001 WILSHIRE BLVD,1.0
Los Angeles,6200 W YUCCA ST,2.25
Los Angeles,8401 VERMONT AVE,1.0
Los Angeles,3501 6TH ST,1.0
Los Angeles,6000 W PICO BLVD,1.0
Los Angeles,800 N VIA DE LA PAZ,1.0
Los Angeles,4751 FOUNTAIN AVE,1.0
Los Angeles,4850 FOUNTAIN AVE,1.0
Los Angeles,600 SAINT PAUL AVE,1.0
Los Angeles,245 MAIN ST,1.0
